name,formatted_address,geometry,permanently_closed,lat,lng
Denis K Walz Law Corporation,"1482 W Hastings St, Vancouver, BC V6G 3E3, Canada","{'location': {'lat': 49.2902649, 'lng': -123.1281688}, 'viewport': {'northeast': {'lat': 49.29167272989272, 'lng': -123.1267753201073}, 'southwest': {'lat': 49.28897307010728, 'lng': -123.1294749798927}}}",,49.2902649,-123.1281688
"Merrick Law, LLC","811 SW Naito Pkwy #420, Portland, OR 97204, United States","{'location': {'lat': 45.516773, 'lng': -122.673435}, 'viewport': {'northeast': {'lat': 45.51806867989271, 'lng': -122.6718980201073}, 'southwest': {'lat': 45.51536902010727, 'lng': -122.6745976798927}}}",,45.516773,-122.673435
Gandalf Consulting,"1190 Melville St Suite 500, Vancouver, BC V6E 3W1, Canada","{'location': {'lat': 49.287661, 'lng': -123.124115}, 'viewport': {'northeast': {'lat': 49.28904862989272, 'lng': -123.1227085201073}, 'southwest': {'lat': 49.28634897010728, 'lng': -123.1254081798927}}}",,49.287661,-123.124115
Johanna Fipke,"550 Burrard St, Vancouver, BC V6C 3A8, Canada","{'location': {'lat': 49.2859957, 'lng': -123.1182978}, 'viewport': {'northeast': {'lat': 49.28726057989272, 'lng': -123.1171777201073}, 'southwest': {'lat': 49.28456092010728, 'lng': -123.1198773798927}}}",,49.2859957,-123.1182978
Thomas Consultants,"910-1111 Melville St, Vancouver, BC V6E 3V6, Canada","{'location': {'lat': 49.2868527, 'lng': -123.1220345}, 'viewport': {'northeast': {'lat': 49.28811127989272, 'lng': -123.1205231701073}, 'southwest': {'lat': 49.28541162010728, 'lng': -123.1232228298927}}}",,49.2868527,-123.1220345
Brosgall & Co Law Corporation,"938 Howe St, Vancouver, BC V6Z 1N9, Canada","{'location': {'lat': 49.2803846, 'lng': -123.1228795}, 'viewport': {'northeast': {'lat': 49.28180322989272, 'lng': -123.1216349701073}, 'southwest': {'lat': 49.27910357010727, 'lng': -123.1243346298927}}}",,49.2803846,-123.1228795
Brosgall & Co Law Corporation,"768 Seymour St, Vancouver, BC V6B 3K9, Canada","{'location': {'lat': 49.2811002, 'lng': -123.1177713}, 'viewport': {'northeast': {'lat': 49.28217792989273, 'lng': -123.1168246701073}, 'southwest': {'lat': 49.27947827010728, 'lng': -123.1195243298927}}}",,49.2811002,-123.1177713
Geoffrey Trotter Law Corporation,"1185 W Georgia St Suite 1700, Vancouver, BC V6E 4E6, Canada","{'location': {'lat': 49.2872573, 'lng': -123.1247192}, 'viewport': {'northeast': {'lat': 49.28863527989272, 'lng': -123.1234964201073}, 'southwest': {'lat': 49.28593562010727, 'lng': -123.1261960798927}}}",,49.2872573,-123.1247192
Seaforth Executive Offices Ltd,"1681 Chestnut St Suite 400, Vancouver, BC V6J 4M6, Canada","{'location': {'lat': 49.2710067, 'lng': -123.146803}, 'viewport': {'northeast': {'lat': 49.27235697989273, 'lng': -123.1452615701073}, 'southwest': {'lat': 49.26965732010729, 'lng': -123.1479612298927}}}",,49.2710067,-123.146803
Fiddes Vanderflier,"808 Nelson St, Vancouver, BC V6Z 2H2, Canada","{'location': {'lat': 49.2798452, 'lng': -123.1246517}, 'viewport': {'northeast': {'lat': 49.28131367989273, 'lng': -123.1231238701072}, 'southwest': {'lat': 49.27861402010728, 'lng': -123.1258235298927}}}",,49.2798452,-123.1246517
Gee William,"10 E Pender St, Vancouver, BC V6A 1T1, Canada","{'location': {'lat': 49.2803666, 'lng': -123.1041456}, 'viewport': {'northeast': {'lat': 49.28177652989272, 'lng': -123.1027928201072}, 'southwest': {'lat': 49.27907687010727, 'lng': -123.1054924798927}}}",,49.2803666,-123.1041456
Harbour Centre,"555 W Hastings St, Vancouver, BC V6B 4N6, Canada","{'location': {'lat': 49.2847564, 'lng': -123.1118716}, 'viewport': {'northeast': {'lat': 49.28612092989272, 'lng': -123.1106751701073}, 'southwest': {'lat': 49.28342127010728, 'lng': -123.1133748298927}}}",,49.2847564,-123.1118716
Thai Express,"W Harbour Centre Complex, 555 W Hastings St, Vancouver, BC V6B 4N4, Canada","{'location': {'lat': 49.284696, 'lng': -123.1119341}, 'viewport': {'northeast': {'lat': 49.28606487989272, 'lng': -123.1109963201073}, 'southwest': {'lat': 49.28336522010728, 'lng': -123.1136959798928}}}",,49.284696,-123.1119341
"McLellan Herbert, Barristers & Solicitors","800 W Pender St #310, Vancouver, BC V6C 2V6, Canada","{'location': {'lat': 49.285272, 'lng': -123.116437}, 'viewport': {'northeast': {'lat': 49.28672437989272, 'lng': -123.1149294201073}, 'southwest': {'lat': 49.28402472010728, 'lng': -123.1176290798927}}}",,49.285272,-123.116437
RCI Consultants Inc,"17314 TX-249, Houston, TX 77064, United States","{'location': {'lat': 29.9568306, 'lng': -95.5413387}, 'viewport': {'northeast': {'lat': 29.95822887989273, 'lng': -95.54004567010729}, 'southwest': {'lat': 29.95552922010729, 'lng': -95.54274532989272}}}",,29.9568306,-95.5413387
RCI Capital Group Inc.,"1055 Dunsmuir St Suite 2184, Vancouver, BC V7X 1L3, Canada","{'location': {'lat': 49.2864942, 'lng': -123.1214363}, 'viewport': {'northeast': {'lat': 49.28767842989272, 'lng': -123.1200889201073}, 'southwest': {'lat': 49.28497877010727, 'lng': -123.1227885798927}}}",,49.2864942,-123.1214363
Toolbox Design Inc,"1228 Hamilton St #403, Vancouver, BC V6B 6L2, Canada","{'location': {'lat': 49.2743299, 'lng': -123.1231956}, 'viewport': {'northeast': {'lat': 49.27573447989272, 'lng': -123.1219143201073}, 'southwest': {'lat': 49.27303482010728, 'lng': -123.1246139798927}}}",,49.2743299,-123.1231956
RCI Capital Group Inc.,"1055 Dunsmuir St Suite 2184, Vancouver, BC V7X 1L3, Canada","{'location': {'lat': 49.2864942, 'lng': -123.1214363}, 'viewport': {'northeast': {'lat': 49.28767842989272, 'lng': -123.1200889201073}, 'southwest': {'lat': 49.28497877010727, 'lng': -123.1227885798927}}}",,49.2864942,-123.1214363
Peter A Allard School of Law,"Allard Hall, 1822 E Mall, Vancouver, BC V6T 1Z1, Canada","{'location': {'lat': 49.2701102, 'lng': -123.2533532}, 'viewport': {'northeast': {'lat': 49.27156502989272, 'lng': -123.2517065701073}, 'southwest': {'lat': 49.26886537010728, 'lng': -123.2544062298927}}}",,49.2701102,-123.2533532
Boughton Law Corporation,"595 Burrard St #700, Vancouver, BC V7X 1S8, Canada","{'location': {'lat': 49.2867654, 'lng': -123.1201004}, 'viewport': {'northeast': {'lat': 49.28769977989273, 'lng': -123.1181043201073}, 'southwest': {'lat': 49.28500012010728, 'lng': -123.1208039798927}}}",,49.2867654,-123.1201004
Thornhill Career Services,"1275 W 6th Ave, Vancouver, BC V6H 1A6, Canada","{'location': {'lat': 49.2663364, 'lng': -123.133081}, 'viewport': {'northeast': {'lat': 49.26760807989272, 'lng': -123.1317349201073}, 'southwest': {'lat': 49.26490842010728, 'lng': -123.1344345798928}}}",,49.2663364,-123.133081
Product Care Association,"105 W 3rd Ave, Vancouver, BC V5Y 1E6, Canada","{'location': {'lat': 49.2684676, 'lng': -123.1068224}, 'viewport': {'northeast': {'lat': 49.26974947989272, 'lng': -123.1054753701073}, 'southwest': {'lat': 49.26704982010727, 'lng': -123.1081750298927}}}",,49.2684676,-123.1068224
Dr. Mark Phord-Toy,"5449 Victoria Dr, Vancouver, BC V5P 3V9, Canada","{'location': {'lat': 49.23486940000001, 'lng': -123.0657174}, 'viewport': {'northeast': {'lat': 49.23621867989272, 'lng': -123.0642517201073}, 'southwest': {'lat': 49.23351902010728, 'lng': -123.0669513798927}}}",,49.23486940000001,-123.0657174
Connelly-McKinley Limited,"10011 114 St NW, Edmonton, AB T5K 1R5, Canada","{'location': {'lat': 53.5392831, 'lng': -113.5173281}, 'viewport': {'northeast': {'lat': 53.54062712989271, 'lng': -113.5161384701073}, 'southwest': {'lat': 53.53792747010727, 'lng': -113.5188381298927}}}",,53.5392831,-113.5173281
Success Realty & Insurance Ltd,"145 Keefer St, Vancouver, BC V6A 1X3, Canada","{'location': {'lat': 49.279609, 'lng': -123.1006816}, 'viewport': {'northeast': {'lat': 49.28090672989272, 'lng': -123.0993339701073}, 'southwest': {'lat': 49.27820707010728, 'lng': -123.1020336298927}}}",,49.279609,-123.1006816
RBC Investments,"2052 W 41st Ave, Vancouver, BC V6M 1Y8, Canada","{'location': {'lat': 49.2342954, 'lng': -123.1536936}, 'viewport': {'northeast': {'lat': 49.23575227989272, 'lng': -123.1524519201073}, 'southwest': {'lat': 49.23305262010728, 'lng': -123.1551515798927}}}",,49.2342954,-123.1536936
Brown Bros Motor Lease Canada Ltd,"270 SE Marine Dr, Vancouver, BC V5X 2S6, Canada","{'location': {'lat': 49.2106443, 'lng': -123.1017307}, 'viewport': {'northeast': {'lat': 49.21211112989272, 'lng': -123.1003126701073}, 'southwest': {'lat': 49.20941147010728, 'lng': -123.1030123298927}}}",,49.2106443,-123.1017307
Denny H Kim D.O. | Kaiser Permanente,"6041 Cadillac Ave, Los Angeles, CA 90034, United States","{'location': {'lat': 34.0383728, 'lng': -118.3750021}, 'viewport': {'northeast': {'lat': 34.03955227989272, 'lng': -118.3739035201073}, 'southwest': {'lat': 34.03685262010727, 'lng': -118.3766031798928}}}",,34.0383728,-118.3750021
Travelers,"650 W Georgia St #2500, Vancouver, BC V6B 4N7, Canada","{'location': {'lat': 49.2818997, 'lng': -123.1180036}, 'viewport': {'northeast': {'lat': 49.28306027989272, 'lng': -123.1165404701073}, 'southwest': {'lat': 49.28036062010727, 'lng': -123.1192401298927}}}",,49.2818997,-123.1180036
Dominion Of Canada General Insurance Co,"1055 W Georgia St, Vancouver, BC V6E 3P3, Canada","{'location': {'lat': 49.2853269, 'lng': -123.1215136}, 'viewport': {'northeast': {'lat': 49.28651372989272, 'lng': -123.1204069201073}, 'southwest': {'lat': 49.28381407010728, 'lng': -123.1231065798927}}}",,49.2853269,-123.1215136
Martland & Saulnier,"815 Hornby St #506, Vancouver, BC V6Z 1T9, Canada","{'location': {'lat': 49.2824234, 'lng': -123.122485}, 'viewport': {'northeast': {'lat': 49.28371502989272, 'lng': -123.1210460201073}, 'southwest': {'lat': 49.28101537010728, 'lng': -123.1237456798927}}}",,49.2824234,-123.122485
Seaborn,"1310 W 73rd Ave, Vancouver, BC V6P 3E7, Canada","{'location': {'lat': 49.20409069999999, 'lng': -123.1353007}, 'viewport': {'northeast': {'lat': 49.20555137989273, 'lng': -123.1339462701073}, 'southwest': {'lat': 49.20285172010728, 'lng': -123.1366459298927}}}",,49.20409069999999,-123.1353007
Seaborn Enterprises Ltd,"79 East Kent Ave N, Vancouver, BC V5X 2X5, Canada","{'location': {'lat': 49.2072729, 'lng': -123.1055327}, 'viewport': {'northeast': {'lat': 49.20847272989272, 'lng': -123.1041563201073}, 'southwest': {'lat': 49.20577307010728, 'lng': -123.1068559798927}}}",,49.2072729,-123.1055327
Beach Towers Apartments,"1600L Beach Ave, Vancouver, BC V6G 1Y6, Canada","{'location': {'lat': 49.2839775, 'lng': -123.1416549}, 'viewport': {'northeast': {'lat': 49.28521272989273, 'lng': -123.1406347201073}, 'southwest': {'lat': 49.28251307010729, 'lng': -123.1433343798927}}}",,49.2839775,-123.1416549
Mercury Adjusters Inc,"460 Nanaimo St, Vancouver, BC V5L 4W3, Canada","{'location': {'lat': 49.2804589, 'lng': -123.0562896}, 'viewport': {'northeast': {'lat': 49.28180752989272, 'lng': -123.0550352701073}, 'southwest': {'lat': 49.27910787010727, 'lng': -123.0577349298927}}}",,49.2804589,-123.0562896
"Blake, Cassels & Graydon LLP","595 Burrard St #2600, Vancouver, BC V7X 1L3, Canada","{'location': {'lat': 49.2862797, 'lng': -123.1198975}, 'viewport': {'northeast': {'lat': 49.28775727989272, 'lng': -123.1185911701073}, 'southwest': {'lat': 49.28505762010728, 'lng': -123.1212908298927}}}",,49.2862797,-123.1198975
Mercer Creative,"1333 Johnston St #100, Vancouver, BC V6H 3R9, Canada","{'location': {'lat': 49.270712, 'lng': -123.131747}, 'viewport': {'northeast': {'lat': 49.27197067989272, 'lng': -123.1304910201072}, 'southwest': {'lat': 49.26927102010728, 'lng': -123.1331906798927}}}",,49.270712,-123.131747
Trafalgar Management Ltd.,"659 Moberly Rd, Vancouver, BC V5Z 4B2, Canada","{'location': {'lat': 49.2670326, 'lng': -123.1189722}, 'viewport': {'northeast': {'lat': 49.26826617989273, 'lng': -123.1176959701073}, 'southwest': {'lat': 49.26556652010728, 'lng': -123.1203956298927}}}",,49.2670326,-123.1189722
Perosa Insurance Agencies,"1662 E 12th Ave, Vancouver, BC V5N 2A3, Canada","{'location': {'lat': 49.259312, 'lng': -123.070351}, 'viewport': {'northeast': {'lat': 49.26076702989273, 'lng': -123.0689980701073}, 'southwest': {'lat': 49.25806737010728, 'lng': -123.0716977298927}}}",,49.259312,-123.070351
Church & Company,"900-1040 W Georgia St, Vancouver, BC V6E 4H1, Canada","{'location': {'lat': 49.2849807, 'lng': -123.1225994}, 'viewport': {'northeast': {'lat': 49.28623642989272, 'lng': -123.1214240201072}, 'southwest': {'lat': 49.28353677010728, 'lng': -123.1241236798927}}}",,49.2849807,-123.1225994
Mercer (Canada) Limited,"550 Burrard St, Vancouver, BC V6C 3S8, Canada","{'location': {'lat': 49.28572, 'lng': -123.118285}, 'viewport': {'northeast': {'lat': 49.28719387989271, 'lng': -123.1171713201073}, 'southwest': {'lat': 49.28449422010727, 'lng': -123.1198709798927}}}",,49.28572,-123.118285
Mellor Financial Group Inc,"2V6, 800 W Pender St #1600, Vancouver, BC V6C 2V6, Canada","{'location': {'lat': 49.28526189999999, 'lng': -123.1164446}, 'viewport': {'northeast': {'lat': 49.28671802989273, 'lng': -123.1149312201073}, 'southwest': {'lat': 49.28401837010728, 'lng': -123.1176308798927}}}",,49.28526189999999,-123.1164446
Boughton Law Corporation,"595 Burrard St #700, Vancouver, BC V7X 1S8, Canada","{'location': {'lat': 49.2867654, 'lng': -123.1201004}, 'viewport': {'northeast': {'lat': 49.28769977989273, 'lng': -123.1181043201073}, 'southwest': {'lat': 49.28500012010728, 'lng': -123.1208039798927}}}",,49.2867654,-123.1201004
Seabord Services Corporation,"543 Granville St #501, Vancouver, BC V6C 1X8, Canada","{'location': {'lat': 49.283721, 'lng': -123.11569}, 'viewport': {'northeast': {'lat': 49.28518897989272, 'lng': -123.1144696701073}, 'southwest': {'lat': 49.28248932010727, 'lng': -123.1171693298928}}}",,49.283721,-123.11569
Derek Winnett,"550 Burrard St #2300, Vancouver, BC V6C 2B5, Canada","{'location': {'lat': 49.2857195, 'lng': -123.1182847}, 'viewport': {'northeast': {'lat': 49.28719362989272, 'lng': -123.1171711701072}, 'southwest': {'lat': 49.28449397010728, 'lng': -123.1198708298927}}}",,49.2857195,-123.1182847
Traction Creative Communications Inc,"1020 Mainland St #160, Vancouver, BC V6B 2T5, Canada","{'location': {'lat': 49.2761497, 'lng': -123.1194042}, 'viewport': {'northeast': {'lat': 49.27755357989272, 'lng': -123.1181156701073}, 'southwest': {'lat': 49.27485392010728, 'lng': -123.1208153298927}}}",,49.2761497,-123.1194042
Desjardins Financial Security,"1130 W Pender St, Vancouver, BC V6E 4A4, Canada","{'location': {'lat': 49.2874881, 'lng': -123.1215988}, 'viewport': {'northeast': {'lat': 49.28893812989273, 'lng': -123.1200434201073}, 'southwest': {'lat': 49.28623847010729, 'lng': -123.1227430798927}}}",,49.2874881,-123.1215988
Marpole Investments Ltd,"2087 Fir St, Vancouver, BC V6J 5K4, Canada","{'location': {'lat': 49.2673655, 'lng': -123.1410382}, 'viewport': {'northeast': {'lat': 49.26871357989272, 'lng': -123.1396168201072}, 'southwest': {'lat': 49.26601392010728, 'lng': -123.1423164798927}}}",,49.2673655,-123.1410382
Jo Ann Carmichael,"700 W Georgia St, Vancouver, BC V7Y 1K8, Canada","{'location': {'lat': 49.28284319999999, 'lng': -123.1190605}, 'viewport': {'northeast': {'lat': 49.28421787989272, 'lng': -123.1175652701073}, 'southwest': {'lat': 49.28151822010727, 'lng': -123.1202649298927}}}",,49.28284319999999,-123.1190605
Marquis of London Manufacturing Ltd,"2608 Granville St, Vancouver, BC V6H 3V3, Canada","{'location': {'lat': 49.2623439, 'lng': -123.1383906}, 'viewport': {'northeast': {'lat': 49.26383562989272, 'lng': -123.1370583701073}, 'southwest': {'lat': 49.26113597010728, 'lng': -123.1397580298927}}}",,49.2623439,-123.1383906
McMillan LLP,"Royal Centre, 1055 W Georgia St #1500, Vancouver, BC V6E 4N7, Canada","{'location': {'lat': 49.285239, 'lng': -123.1218053}, 'viewport': {'northeast': {'lat': 49.28649592989272, 'lng': -123.1205940201073}, 'southwest': {'lat': 49.28379627010727, 'lng': -123.1232936798927}}}",,49.285239,-123.1218053
Trans Orbit Canada Tours INC,"1155 Robson St #701, Vancouver, BC V6E 1B5, Canada","{'location': {'lat': 49.2855657, 'lng': -123.1260072}, 'viewport': {'northeast': {'lat': 49.28685282989272, 'lng': -123.1247039701073}, 'southwest': {'lat': 49.28415317010727, 'lng': -123.1274036298927}}}",,49.2855657,-123.1260072
Trans Orbit Canada Tours,"470 Granville St, Vancouver, BC V6C 1V5, Canada","{'location': {'lat': 49.2844424, 'lng': -123.114021}, 'viewport': {'northeast': {'lat': 49.28602932989272, 'lng': -123.1128192701073}, 'southwest': {'lat': 49.28332967010728, 'lng': -123.1155189298927}}}",,49.2844424,-123.114021
Broadway Properties Ltd,"1177 W Broadway, Vancouver, BC V6H 1G3, Canada","{'location': {'lat': 49.2636347, 'lng': -123.1303413}, 'viewport': {'northeast': {'lat': 49.26490017989272, 'lng': -123.1289121201073}, 'southwest': {'lat': 49.26220052010728, 'lng': -123.1316117798927}}}",,49.2636347,-123.1303413
Deprez and Associates Notaries Public,"2515 Alma St, Vancouver, BC V6R 3R8, Canada","{'location': {'lat': 49.2641104, 'lng': -123.186084}, 'viewport': {'northeast': {'lat': 49.26545892989272, 'lng': -123.1846247201073}, 'southwest': {'lat': 49.26275927010727, 'lng': -123.1873243798927}}}",,49.2641104,-123.186084
Mark James Group Management Ltd,"1110 Hamilton St, Vancouver, BC V6B 2S2, Canada","{'location': {'lat': 49.2754657, 'lng': -123.1210388}, 'viewport': {'northeast': {'lat': 49.27678262989273, 'lng': -123.1195738201073}, 'southwest': {'lat': 49.27408297010729, 'lng': -123.1222734798927}}}",,49.2754657,-123.1210388
R B Global Immigration Consultants,"409 Granville St #1500, Vancouver, BC V6C 1T2, Canada","{'location': {'lat': 49.2854673, 'lng': -123.1143732}, 'viewport': {'northeast': {'lat': 49.28673992989273, 'lng': -123.1128609201073}, 'southwest': {'lat': 49.28404027010728, 'lng': -123.1155605798927}}}",,49.2854673,-123.1143732
Dennis B Peterson,"401 W Georgia St #1800, Vancouver, BC V6B 5A1, Canada","{'location': {'lat': 49.2811946, 'lng': -123.1148794}, 'viewport': {'northeast': {'lat': 49.28234097989272, 'lng': -123.1138467701073}, 'southwest': {'lat': 49.27964132010728, 'lng': -123.1165464298927}}}",,49.2811946,-123.1148794
Supreme Court of Canada,"301 Wellington St, Ottawa, ON K1A 0J1, Canada","{'location': {'lat': 45.4219636, 'lng': -75.7055738}, 'viewport': {'northeast': {'lat': 45.42306187989271, 'lng': -75.70396702010727}, 'southwest': {'lat': 45.42036222010727, 'lng': -75.70666667989272}}}",,45.4219636,-75.7055738
Mark London Agencies Ltd,"2608 Granville St, Vancouver, BC V6H 3V3, Canada","{'location': {'lat': 49.2623439, 'lng': -123.1383906}, 'viewport': {'northeast': {'lat': 49.26383562989272, 'lng': -123.1370583701073}, 'southwest': {'lat': 49.26113597010728, 'lng': -123.1397580298927}}}",,49.2623439,-123.1383906
"Guild Yule LLP, Barristers and Solicitors","1075 W Georgia St #2100, Vancouver, BC V6E 3C9, Canada","{'location': {'lat': 49.28577860000001, 'lng': -123.1221398}, 'viewport': {'northeast': {'lat': 49.28695147989272, 'lng': -123.1210539201073}, 'southwest': {'lat': 49.28425182010728, 'lng': -123.1237535798927}}}",,49.28577860000001,-123.1221398
Wah Loong Seafood,"5388 Parkwood Pl, Richmond, BC V6V 2N1, Canada","{'location': {'lat': 49.17601699999999, 'lng': -123.078169}, 'viewport': {'northeast': {'lat': 49.17722657989273, 'lng': -123.0769505701073}, 'southwest': {'lat': 49.17452692010728, 'lng': -123.0796502298927}}}",,49.17601699999999,-123.078169
Dahl & Connors,"1033 Davie St, Vancouver, BC V6E 1M7, Canada","{'location': {'lat': 49.279809, 'lng': -123.1298332}, 'viewport': {'northeast': {'lat': 49.28101212989272, 'lng': -123.1284535701073}, 'southwest': {'lat': 49.27831247010728, 'lng': -123.1311532298927}}}",,49.279809,-123.1298332
TPMG Capital,"999 W Broadway #9, Vancouver, BC V5Z 1K5, Canada","{'location': {'lat': 49.26357410000001, 'lng': -123.1261846}, 'viewport': {'northeast': {'lat': 49.26487337989272, 'lng': -123.1248971701073}, 'southwest': {'lat': 49.26217372010727, 'lng': -123.1275968298927}}}",,49.26357410000001,-123.1261846
Hunter Litigation Chambers,"1040 W Georgia St #2100, Vancouver, BC V6E 4H1, Canada","{'location': {'lat': 49.2849807, 'lng': -123.1225996}, 'viewport': {'northeast': {'lat': 49.28623642989272, 'lng': -123.1214241201073}, 'southwest': {'lat': 49.28353677010728, 'lng': -123.1241237798927}}}",,49.2849807,-123.1225996
OnPoint Legal Research Law Corporation,"522-5525 West Blvd, Vancouver, BC V6M 3W6, Canada","{'location': {'lat': 49.2360982, 'lng': -123.1556962}, 'viewport': {'northeast': {'lat': 49.23752257989272, 'lng': -123.1542655701073}, 'southwest': {'lat': 49.23482292010728, 'lng': -123.1569652298927}}}",,49.2360982,-123.1556962
Welchco Holdings Ltd,"207 W Hastings St, Vancouver, BC V6B 1H7, Canada","{'location': {'lat': 49.2828995, 'lng': -123.1096226}, 'viewport': {'northeast': {'lat': 49.28415142989272, 'lng': -123.1083780701073}, 'southwest': {'lat': 49.28145177010728, 'lng': -123.1110777298927}}}",,49.2828995,-123.1096226
"Lowe & Company, Canadian Immigration & Business Lawyers","900-777 W Broadway, Vancouver, BC V5Z 4J7, Canada","{'location': {'lat': 49.263485, 'lng': -123.1215336}, 'viewport': {'northeast': {'lat': 49.26476002989272, 'lng': -123.1200509201073}, 'southwest': {'lat': 49.26206037010728, 'lng': -123.1227505798927}}}",,49.263485,-123.1215336
Genex,"1001 W Broadway #101, Vancouver, BC V6H 4E4, Canada","{'location': {'lat': 49.2636162, 'lng': -123.1270623}, 'viewport': {'northeast': {'lat': 49.26489657989272, 'lng': -123.1257354201073}, 'southwest': {'lat': 49.26219692010728, 'lng': -123.1284350798927}}}",,49.2636162,-123.1270623
Finkelstein Joel S MD,"15 Parkman St, Boston, MA 02114, United States","{'location': {'lat': 42.36257000000001, 'lng': -71.068255}, 'viewport': {'northeast': {'lat': 42.36395587989273, 'lng': -71.06674522010726}, 'southwest': {'lat': 42.36125622010728, 'lng': -71.06944487989271}}}",,42.36257000000001,-71.068255
Meridian Pacific Communication,"475 W Georgia St, Vancouver, BC V6B 4M9, Canada","{'location': {'lat': 49.28128599999999, 'lng': -123.1157816}, 'viewport': {'northeast': {'lat': 49.28255982989272, 'lng': -123.1145538201073}, 'southwest': {'lat': 49.27986017010727, 'lng': -123.1172534798927}}}",,49.28128599999999,-123.1157816
Chen and Leung,"1200 W 73rd Ave Unit 1530, Vancouver, BC V6P 6Z6, Canada","{'location': {'lat': 49.2041275, 'lng': -123.1332604}, 'viewport': {'northeast': {'lat': 49.20556262989272, 'lng': -123.1319129201073}, 'southwest': {'lat': 49.20286297010728, 'lng': -123.1346125798927}}}",,49.2041275,-123.1332604
Derek Creighton,"Suite 1700-1185 Georgia St W, Vancouver, BC V6E 4E6, Canada","{'location': {'lat': 49.2871362, 'lng': -123.1246444}, 'viewport': {'northeast': {'lat': 49.28857862989272, 'lng': -123.1234590201073}, 'southwest': {'lat': 49.28587897010728, 'lng': -123.1261586798927}}}",,49.2871362,-123.1246444
Access Law Group,"1185 W Georgia St #1700, Vancouver, BC V6E 4E6, Canada","{'location': {'lat': 49.2871141, 'lng': -123.1247404}, 'viewport': {'northeast': {'lat': 49.28856757989272, 'lng': -123.1235070201073}, 'southwest': {'lat': 49.28586792010728, 'lng': -123.1262066798927}}}",,49.2871141,-123.1247404
Bramwell & Associates Realty Advisors Inc.,"355 Burrard St #1000, Vancouver, BC V6C 2G8, Canada","{'location': {'lat': 49.28751889999999, 'lng': -123.1170661}, 'viewport': {'northeast': {'lat': 49.28876467989272, 'lng': -123.1155547701073}, 'southwest': {'lat': 49.28606502010727, 'lng': -123.1182544298927}}}",,49.28751889999999,-123.1170661
MITCHELL FREEDLAND DESIGN,"6 E 3rd Ave, Vancouver, BC V5T 1C3, Canada","{'location': {'lat': 49.2680699, 'lng': -123.104466}, 'viewport': {'northeast': {'lat': 49.26953397989272, 'lng': -123.1030619201073}, 'southwest': {'lat': 49.26683432010728, 'lng': -123.1057615798927}}}",,49.2680699,-123.104466
"McLellan Herbert, Barristers & Solicitors","800 W Pender St #310, Vancouver, BC V6C 2V6, Canada","{'location': {'lat': 49.285272, 'lng': -123.116437}, 'viewport': {'northeast': {'lat': 49.28672437989272, 'lng': -123.1149294201073}, 'southwest': {'lat': 49.28402472010728, 'lng': -123.1176290798927}}}",,49.285272,-123.116437
ACCIONA Infrastructure Canada,"900 W Hastings St Suite 600, Vancouver, BC V6C 1E5, Canada","{'location': {'lat': 49.2865591, 'lng': -123.1164144}, 'viewport': {'northeast': {'lat': 49.28782737989272, 'lng': -123.1149172201073}, 'southwest': {'lat': 49.28512772010728, 'lng': -123.1176168798928}}}",,49.2865591,-123.1164144
Boni Maddison Architects,"3732 W Broadway, Vancouver, BC V6R 2C1, Canada","{'location': {'lat': 49.2642033, 'lng': -123.1865613}, 'viewport': {'northeast': {'lat': 49.26564072989272, 'lng': -123.1852083201073}, 'southwest': {'lat': 49.26294107010727, 'lng': -123.1879079798928}}}",,49.2642033,-123.1865613
United Building Systems,"3380 Maquinna Dr #105, Vancouver, BC V5S 4C6, Canada","{'location': {'lat': 49.215046, 'lng': -123.0310102}, 'viewport': {'northeast': {'lat': 49.21650197989272, 'lng': -123.0296329701073}, 'southwest': {'lat': 49.21380232010728, 'lng': -123.0323326298927}}}",,49.215046,-123.0310102
United Building Systems Intl Corporation,"4361 Kingsway, Burnaby, BC V5H 1Z9, Canada","{'location': {'lat': 49.2313092, 'lng': -123.0070042}, 'viewport': {'northeast': {'lat': 49.23249637989272, 'lng': -123.0057488701073}, 'southwest': {'lat': 49.22979672010727, 'lng': -123.0084485298927}}}",,49.2313092,-123.0070042
Grosvenor Americas,"1040 W Georgia St #2000, Vancouver, BC V6E 4H1, Canada","{'location': {'lat': 49.2849807, 'lng': -123.1225994}, 'viewport': {'northeast': {'lat': 49.28623642989272, 'lng': -123.1214240201072}, 'southwest': {'lat': 49.28353677010728, 'lng': -123.1241236798927}}}",,49.2849807,-123.1225994
Laidar Holdings Ltd,"5951 No. 3 Rd, Richmond, BC V6X 2E3, Canada","{'location': {'lat': 49.1710106, 'lng': -123.1367943}, 'viewport': {'northeast': {'lat': 49.17236092989273, 'lng': -123.1353605701073}, 'southwest': {'lat': 49.16966127010728, 'lng': -123.1380602298927}}}",,49.1710106,-123.1367943
Laidar Holdings Ltd,"763 Terminal Ave, Vancouver, BC V6A 2M2, Canada","{'location': {'lat': 49.2707969, 'lng': -123.0875042}, 'viewport': {'northeast': {'lat': 49.27216612989272, 'lng': -123.0861463701073}, 'southwest': {'lat': 49.26946647010728, 'lng': -123.0888460298927}}}",True,49.2707969,-123.0875042
